Municipio_residencia,Estado_residencia,Municipio_ocorrencia,Estado_ocorrencia,ano,faixa_etaria,sexo,Cod_CID_10,dcid_capitulo,total_obitos
Inhumas,GO,Inhumas,GO,2006.0,80 ANOS E MAIS,MASCULINO,C787,II,1
Inhumas,GO,Inhumas,GO,2006.0,80 ANOS E MAIS,MASCULINO,C921,II,1
Inhumas,GO,Inhumas,GO,2006.0,80 ANOS E MAIS,MASCULINO,E149,IV,1
Inhumas,GO,Inhumas,GO,2006.0,80 ANOS E MAIS,MASCULINO,I219,IX,1
Inhumas,GO,Inhumas,GO,2006.0,80 ANOS E MAIS,MASCULINO,I64,IX,1
Inhumas,GO,Inhumas,GO,2006.0,80 ANOS E MAIS,MASCULINO,I694,IX,1
Inhumas,GO,Inhumas,GO,2006.0,80 ANOS E MAIS,MASCULINO,J189,X,7
Inhumas,GO,Inhumas,GO,2006.0,80 ANOS E MAIS,MASCULINO,J440,X,1
Inhumas,GO,Inhumas,GO,2006.0,80 ANOS E MAIS,MASCULINO,J449,X,2
Inhumas,GO,Inhumas,GO,2006.0,80 ANOS E MAIS,MASCULINO,Q613,XVII,1
Inhumas,GO,Inhumas,GO,2006.0,80 ANOS E MAIS,MASCULINO,R98,XVIII,1
Inhumas,GO,Mineiros,GO,2006.0,30 A 39 ANOS,MASCULINO,V244,XX,1
Inhumas,GO,NerÃ³polis,GO,2006.0,70 A 79 ANOS,FEMININO,J449,X,1
Inhumas,GO,Rialma,GO,2006.0,30 A 39 ANOS,MASCULINO,X957,XX,1
Inhumas,GO,AnÃ¡polis,GO,2007.0,30 A 39 ANOS,MASCULINO,X959,XX,1
Inhumas,GO,Anicuns,GO,2007.0,30 A 39 ANOS,MASCULINO,X953,XX,1
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,2007.0,40 A 49 ANOS,MASCULINO,I609,IX,1
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,MASCULINO,K746,XI,1
Inhumas,GO,DamolÃ¢ndia,GO,2007.0,60 A 69 ANOS,MASCULINO,A09,I,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,01 A 04 ANOS,FEMININO,G919,VI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,05 A 09 ANOS,MASCULINO,C64,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,15 A 19 ANOS,MASCULINO,Q431,XVII,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,15 A 19 ANOS,MASCULINO,W189,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,15 A 19 ANOS,MASCULINO,X959,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,20 A 29 ANOS,MASCULINO,K85,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,20 A 29 ANOS,MASCULINO,V274,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,20 A 29 ANOS,MASCULINO,V685,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,20 A 29 ANOS,MASCULINO,W349,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,20 A 29 ANOS,MASCULINO,X599,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,30 A 39 ANOS,FEMININO,I110,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,30 A 39 ANOS,FEMININO,I619,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,30 A 39 ANOS,FEMININO,Q200,XVII,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,30 A 39 ANOS,MASCULINO,V244,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,30 A 39 ANOS,MASCULINO,X999,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,40 A 49 ANOS,FEMININO,E119,IV,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,40 A 49 ANOS,FEMININO,I351,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,40 A 49 ANOS,FEMININO,J81,X,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,40 A 49 ANOS,FEMININO,M321,XIII,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,40 A 49 ANOS,FEMININO,X699,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,40 A 49 ANOS,MASCULINO,C159,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,40 A 49 ANOS,MASCULINO,V274,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,40 A 49 ANOS,MASCULINO,V892,XX,2
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,FEMININO,B207,I,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,FEMININO,B572,I,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,FEMININO,D126,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,FEMININO,I059,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,FEMININO,I219,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,FEMININO,J189,X,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,FEMININO,K729,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,MASCULINO,C12,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,MASCULINO,C159,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,MASCULINO,C169,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,MASCULINO,I64,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,MASCULINO,F102,V,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,MASCULINO,K85,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,50 A 59 ANOS,MASCULINO,N179,XIV,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,FEMININO,C159,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,FEMININO,C539,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,FEMININO,E142,IV,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,FEMININO,E147,IV,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,FEMININO,I059,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,FEMININO,I619,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,FEMININO,K550,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,MASCULINO,C169,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,MASCULINO,C679,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,MASCULINO,C80,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,MASCULINO,E149,IV,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,MASCULINO,I219,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,MASCULINO,I251,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,MASCULINO,I420,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,MASCULINO,J189,X,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,MASCULINO,K566,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,60 A 69 ANOS,MASCULINO,K85,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,FEMININO,C169,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,FEMININO,I219,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,FEMININO,I248,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,FEMININO,I255,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,FEMININO,I719,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,FEMININO,J181,X,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,FEMININO,J189,X,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,FEMININO,J841,X,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,MASCULINO,C349,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,MASCULINO,C64,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,MASCULINO,C845,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,MASCULINO,E142,IV,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,MASCULINO,E149,IV,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,MASCULINO,I500,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,MASCULINO,I678,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,MASCULINO,I713,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,MASCULINO,J189,X,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,MASCULINO,J440,X,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,70 A 79 ANOS,MASCULINO,K709,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,80 ANOS E MAIS,FEMININO,B181,I,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,80 ANOS E MAIS,FEMININO,C159,II,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,80 ANOS E MAIS,FEMININO,G122,VI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,80 ANOS E MAIS,FEMININO,J449,X,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,80 ANOS E MAIS,FEMININO,K831,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,80 ANOS E MAIS,FEMININO,W189,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,80 ANOS E MAIS,MASCULINO,I248,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,80 ANOS E MAIS,MASCULINO,I803,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,80 ANOS E MAIS,MASCULINO,J189,X,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,80 ANOS E MAIS,MASCULINO,J449,X,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,80 ANOS E MAIS,MASCULINO,K578,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,80 ANOS E MAIS,MASCULINO,K922,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,NÃƒO INFORMADO,FEMININO,P070,XVI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,NÃƒO INFORMADO,FEMININO,P220,XVI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,NÃƒO INFORMADO,FEMININO,P369,XVI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,NÃƒO INFORMADO,FEMININO,Q049,XVII,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,NÃƒO INFORMADO,MASCULINO,P220,XVI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,NÃƒO INFORMADO,MASCULINO,P239,XVI,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,NÃƒO INFORMADO,MASCULINO,P369,XVI,2
Inhumas,GO,GoiÃ¢nia,GO,2007.0,NÃƒO INFORMADO,MASCULINO,Q248,XVII,1
Inhumas,GO,GoiÃ¢nia,GO,2007.0,NÃƒO INFORMADO,MASCULINO,Q249,XVII,1
Inhumas,GO,GoiÃ¡s,GO,2007.0,20 A 29 ANOS,MASCULINO,W870,XX,1
Inhumas,GO,Inhumas,GO,2007.0,01 A 04 ANOS,FEMININO,J189,X,1
Inhumas,GO,Inhumas,GO,2007.0,10 A 14 ANOS,MASCULINO,V093,XX,1
Inhumas,GO,Inhumas,GO,2007.0,15 A 19 ANOS,MASCULINO,G409,VI,1
Inhumas,GO,Inhumas,GO,2007.0,15 A 19 ANOS,MASCULINO,X700,XX,1
Inhumas,GO,Inhumas,GO,2007.0,15 A 19 ANOS,MASCULINO,Y000,XX,1
Inhumas,GO,Inhumas,GO,2007.0,20 A 29 ANOS,MASCULINO,G936,VI,1
Inhumas,GO,Inhumas,GO,2007.0,20 A 29 ANOS,MASCULINO,X700,XX,1
Inhumas,GO,Inhumas,GO,2007.0,20 A 29 ANOS,MASCULINO,X954,XX,4
Inhumas,GO,Inhumas,GO,2007.0,20 A 29 ANOS,MASCULINO,X994,XX,1
Inhumas,GO,Inhumas,GO,2007.0,20 A 29 ANOS,MASCULINO,Y009,XX,1
Inhumas,GO,Inhumas,GO,2007.0,20 A 29 ANOS,MASCULINO,Y292,XX,1
Inhumas,GO,Inhumas,GO,2007.0,20 A 29 ANOS,MASCULINO,Y294,XX,1
Inhumas,GO,Inhumas,GO,2007.0,30 A 39 ANOS,FEMININO,I060,IX,1
Inhumas,GO,Inhumas,GO,2007.0,30 A 39 ANOS,MASCULINO,I219,IX,2
Inhumas,GO,Inhumas,GO,2007.0,30 A 39 ANOS,MASCULINO,I501,IX,1
Inhumas,GO,Inhumas,GO,2007.0,30 A 39 ANOS,MASCULINO,V289,XX,1
Inhumas,GO,Inhumas,GO,2007.0,30 A 39 ANOS,MASCULINO,V99,XX,2
Inhumas,GO,Inhumas,GO,2007.0,30 A 39 ANOS,MASCULINO,W870,XX,1
Inhumas,GO,Inhumas,GO,2007.0,30 A 39 ANOS,MASCULINO,X950,XX,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,FEMININO,C788,II,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,FEMININO,C798,II,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,FEMININO,E107,IV,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,FEMININO,I428,IX,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,FEMININO,N10,XIV,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,FEMININO,R570,XVIII,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,FEMININO,R99,XVIII,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,MASCULINO,C780,II,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,MASCULINO,E147,IV,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,MASCULINO,I219,IX,2
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,MASCULINO,I421,IX,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,MASCULINO,I472,IX,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,MASCULINO,V499,XX,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,MASCULINO,X709,XX,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,MASCULINO,X724,XX,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,MASCULINO,X959,XX,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,MASCULINO,X994,XX,1
Inhumas,GO,Inhumas,GO,2007.0,40 A 49 ANOS,MASCULINO,Y004,XX,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,FEMININO,C509,II,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,FEMININO,C798,II,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,FEMININO,I10,IX,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,FEMININO,I279,IX,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,FEMININO,I500,IX,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,FEMININO,I509,IX,3
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,FEMININO,K85,XI,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,FEMININO,R99,XVIII,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,MASCULINO,E142,IV,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,MASCULINO,E149,IV,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,MASCULINO,I219,IX,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,MASCULINO,I429,IX,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,MASCULINO,I509,IX,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,MASCULINO,J189,X,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,MASCULINO,K550,XI,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,MASCULINO,R092,XVIII,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,MASCULINO,V99,XX,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,MASCULINO,X950,XX,1
Inhumas,GO,Inhumas,GO,2007.0,50 A 59 ANOS,MASCULINO,X954,XX,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,FEMININO,A419,I,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,FEMININO,B572,I,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,FEMININO,C793,II,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,FEMININO,C798,II,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,FEMININO,E142,IV,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,FEMININO,I110,IX,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,FEMININO,I219,IX,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,FEMININO,I499,IX,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,FEMININO,I509,IX,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,FEMININO,I519,IX,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,A419,I,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,B572,I,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,C780,II,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,C783,II,2
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,E149,IV,3
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,I219,IX,3
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,I255,IX,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,I420,IX,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,I428,IX,3
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,I509,IX,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,I619,IX,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,I64,IX,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,I678,IX,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,J440,X,2
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,J449,X,2
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,J841,X,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,R688,XVIII,1
Inhumas,GO,Inhumas,GO,2007.0,60 A 69 ANOS,MASCULINO,R99,XVIII,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,FEMININO,C457,II,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,FEMININO,I500,IX,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,FEMININO,I509,IX,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,FEMININO,I64,IX,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,FEMININO,I678,IX,3
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,FEMININO,J189,X,4
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,FEMININO,J90,X,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,FEMININO,R54,XVIII,2
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,FEMININO,R99,XVIII,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,C109,II,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,C220,II,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,C329,II,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,C61,II,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,C780,II,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,C788,II,2
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,C790,II,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,D539,III,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,E149,IV,4
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,I219,IX,2
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,I428,IX,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,I64,IX,2
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,I678,IX,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,I694,IX,2
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,J189,X,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,J440,X,3
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,J449,X,3
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,J969,X,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,K746,XI,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,R092,XVIII,1
Inhumas,GO,Inhumas,GO,2007.0,70 A 79 ANOS,MASCULINO,R99,XVIII,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,A082,I,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,E149,IV,2
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,I219,IX,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,I500,IX,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,I509,IX,4
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,I514,IX,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,I619,IX,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,I64,IX,2
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,I678,IX,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,I694,IX,2
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,I809,IX,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,J189,X,3
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,J449,X,2
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,J969,X,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,K922,XI,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,FEMININO,R64,XVIII,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,MASCULINO,I64,IX,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,MASCULINO,G20,VI,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,MASCULINO,J189,X,2
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,MASCULINO,J440,X,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,MASCULINO,J449,X,2
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,MASCULINO,J81,X,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,MASCULINO,J90,X,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,MASCULINO,R092,XVIII,1
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,MASCULINO,R54,XVIII,2
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,MASCULINO,R99,XVIII,2
Inhumas,GO,Inhumas,GO,2007.0,80 ANOS E MAIS,MASCULINO,W010,XX,1
Inhumas,GO,ItaberaÃ­,GO,2007.0,50 A 59 ANOS,MASCULINO,V496,XX,2
Inhumas,GO,NerÃ³polis,GO,2007.0,50 A 59 ANOS,MASCULINO,K85,XI,1
Inhumas,GO,NerÃ³polis,GO,2007.0,60 A 69 ANOS,FEMININO,E108,IV,1
Inhumas,GO,Santo AntÃ´nio da Barra,GO,2007.0,30 A 39 ANOS,MASCULINO,V892,XX,1
Inhumas,GO,Senador Canedo,GO,2007.0,30 A 39 ANOS,MASCULINO,E140,IV,1
Inhumas,GO,Senador Canedo,GO,2007.0,40 A 49 ANOS,MASCULINO,J189,X,1
Inhumas,GO,Senador Canedo,GO,2007.0,50 A 59 ANOS,MASCULINO,I500,IX,1
Inhumas,GO,Trindade,GO,2007.0,15 A 19 ANOS,MASCULINO,J219,X,1
Inhumas,GO,AnÃ¡polis,GO,2008.0,60 A 69 ANOS,FEMININO,N179,XIV,1
Inhumas,GO,AnÃ¡polis,GO,2008.0,70 A 79 ANOS,MASCULINO,C921,II,1
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,2008.0,50 A 59 ANOS,FEMININO,I64,IX,1
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,2008.0,50 A 59 ANOS,MASCULINO,X599,XX,1
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,2008.0,NÃƒO INFORMADO,FEMININO,P271,XVI,1
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,2008.0,NÃƒO INFORMADO,MASCULINO,J189,X,1
Inhumas,GO,GoiÃ¢nia,GO,2008.0,01 A 04 ANOS,FEMININO,J040,X,1
Inhumas,GO,GoiÃ¢nia,GO,2008.0,05 A 09 ANOS,FEMININO,G934,VI,1
Inhumas,GO,GoiÃ¢nia,GO,2008.0,15 A 19 ANOS,FEMININO,C910,II,1
