Municipio_residencia,Estado_residencia,Municipio_ocorrencia,Estado_ocorrencia,ano,faixa_etaria,sexo,Cod_CID_10,dcid_capitulo,total_obitos,DESCRICAO
Inhumas,GO,Inhumas,GO,1996.0,60 A 69 ANOS,MASCULINO,I219,IX,2,Infarto agudo do miocárdio
Inhumas,GO,Inhumas,GO,1996.0,60 A 69 ANOS,MASCULINO,I500,IX,1,Insuficiência cardíaca
Inhumas,GO,Inhumas,GO,1996.0,60 A 69 ANOS,MASCULINO,I64,IX,2,"Acidente vascular cerebral, não especificado como hemorrágico ou isquêmico"
Inhumas,GO,Inhumas,GO,1996.0,60 A 69 ANOS,MASCULINO,K269,XI,1,Úlcera duodenal
Inhumas,GO,Inhumas,GO,1996.0,60 A 69 ANOS,MASCULINO,R98,XVIII,6,Morte sem assistência
Inhumas,GO,Inhumas,GO,1996.0,60 A 69 ANOS,MASCULINO,Y349,XX,1,Fatos ou eventos não especificados e intenção não determinada
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,FEMININO,C259,II,1,Neoplasia maligna do pâncreas
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,FEMININO,C729,II,1,"Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central"
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,FEMININO,C762,II,1,Neoplasia maligna de outras localizações e de localizações mal definidas
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,FEMININO,I509,IX,1,Insuficiência cardíaca
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,FEMININO,I64,IX,2,"Acidente vascular cerebral, não especificado como hemorrágico ou isquêmico"
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,FEMININO,I672,IX,1,Outras doenças cerebrovasculares
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,FEMININO,J81,X,1,"Edema pulmonar, não especificado de outra forma"
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,FEMININO,R98,XVIII,7,Morte sem assistência
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,B572,I,3,Doença de Chagas
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,C139,II,1,Neoplasia maligna da hipofaringe
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,C61,II,1,Neoplasia maligna da próstata
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,C840,II,1,Linfomas de células T cutâneas e periféricas
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,I219,IX,2,Infarto agudo do miocárdio
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,I429,IX,1,Cardiomiopatias
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,I500,IX,1,Insuficiência cardíaca
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,I501,IX,1,Insuficiência cardíaca
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,I519,IX,1,Complicações de cardiopatias e doenças cardíacas mal definidas
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,I64,IX,1,"Acidente vascular cerebral, não especificado como hemorrágico ou isquêmico"
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,J449,X,2,Outras doenças pulmonares obstrutivas crônicas
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,K566,XI,1,Íleo paralítico e obstrução intestinal sem hérnia
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,N179,XIV,1,Insuficiência renal aguda
Inhumas,GO,Inhumas,GO,1996.0,70 A 79 ANOS,MASCULINO,R98,XVIII,9,Morte sem assistência
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,FEMININO,C169,II,1,Neoplasia maligna do estômago
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,FEMININO,C189,II,1,Neoplasia maligna do cólon
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,FEMININO,C260,II,1,Neoplasia maligna de outros órgãos digestivos e de localizações mal definidas no aparelho digestivo
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,FEMININO,I500,IX,1,Insuficiência cardíaca
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,FEMININO,I501,IX,1,Insuficiência cardíaca
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,FEMININO,I509,IX,1,Insuficiência cardíaca
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,FEMININO,I64,IX,2,"Acidente vascular cerebral, não especificado como hemorrágico ou isquêmico"
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,FEMININO,J969,X,1,Insuficiência respiratória não classificada de outra parte
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,FEMININO,R54,XVIII,1,Senilidade
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,FEMININO,R98,XVIII,4,Morte sem assistência
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,FEMININO,Y339,XX,1,"Outros fatos ou eventos especificados, intenção não determinada"
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,FEMININO,Y349,XX,1,Fatos ou eventos não especificados e intenção não determinada
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,MASCULINO,A150,I,1,"Tuberculose respiratória, com confirmação bacteriológica e histológica"
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,MASCULINO,E46,IV,1,Desnutrição protéico-calórica não especificada
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,MASCULINO,I709,IX,1,Aterosclerose
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,MASCULINO,I739,IX,1,Outras doenças vasculares periféricas
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,MASCULINO,J189,X,2,Pneumonia por microorganismo não especificada
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,MASCULINO,J439,X,1,Enfisema
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,MASCULINO,J449,X,2,Outras doenças pulmonares obstrutivas crônicas
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,MASCULINO,J981,X,1,Outros transtornos respiratórios
Inhumas,GO,Inhumas,GO,1996.0,80 ANOS E MAIS,MASCULINO,R98,XVIII,4,Morte sem assistência
Inhumas,GO,Inhumas,GO,1996.0,NÃƒO INFORMADO,FEMININO,P072,XVI,1,Transtornos relacionados com a gestação de curta duração e peso baixo ao nascer não classificados em outra parte
Inhumas,GO,Inhumas,GO,1996.0,NÃƒO INFORMADO,FEMININO,P220,XVI,1,Desconforto (angústia) respiratório(a) do recém-nascido
Inhumas,GO,Inhumas,GO,1996.0,NÃƒO INFORMADO,FEMININO,R98,XVIII,2,Morte sem assistência
Inhumas,GO,Inhumas,GO,1996.0,NÃƒO INFORMADO,MASCULINO,P073,XVI,1,Transtornos relacionados com a gestação de curta duração e peso baixo ao nascer não classificados em outra parte
Inhumas,GO,Inhumas,GO,1996.0,NÃƒO INFORMADO,MASCULINO,A419,I,1,Outras septicemias
Inhumas,GO,Inhumas,GO,1996.0,NÃƒO INFORMADO,MASCULINO,C169,II,1,Neoplasia maligna do estômago
Inhumas,GO,Inhumas,GO,1996.0,NÃƒO INFORMADO,MASCULINO,J449,X,1,Outras doenças pulmonares obstrutivas crônicas
Inhumas,GO,Inhumas,GO,1996.0,NÃƒO INFORMADO,MASCULINO,R99,XVIII,1,Outras causas mal definidas e as não especificadas de mortalidade
Inhumas,GO,ItauÃ§u,GO,1996.0,20 A 29 ANOS,MASCULINO,V093,XX,1,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Inhumas,GO,ItauÃ§u,GO,1996.0,20 A 29 ANOS,MASCULINO,V892,XX,1,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
Inhumas,GO,UberlÃ¢ndia,MG,1996.0,80 ANOS E MAIS,FEMININO,I500,IX,1,Insuficiência cardíaca
Inhumas,GO,Americano do Brasil,GO,1997.0,50 A 59 ANOS,FEMININO,R98,XVIII,1,Morte sem assistência
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,1997.0,20 A 29 ANOS,MASCULINO,Y199,XX,1,"Envenenamento [intoxicação] por e exposição a outros produtos químicos e substâncias nocivas e aos não especificados, intenção não determinada"
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,1997.0,40 A 49 ANOS,MASCULINO,B573,I,1,Doença de Chagas
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,1997.0,50 A 59 ANOS,FEMININO,I509,IX,1,Insuficiência cardíaca
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,1997.0,60 A 69 ANOS,FEMININO,J439,X,1,Enfisema
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,1997.0,80 ANOS E MAIS,FEMININO,K729,XI,1,Insuficiência hepática não classificada em outra parte
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,1997.0,NÃƒO INFORMADO,FEMININO,P220,XVI,2,Desconforto (angústia) respiratório(a) do recém-nascido
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,1997.0,NÃƒO INFORMADO,MASCULINO,P369,XVI,1,Septicemia bacteriana do recém-nascido
Inhumas,GO,Barra do GarÃ§as,MT,1997.0,40 A 49 ANOS,MASCULINO,V892,XX,1,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
Inhumas,GO,Bela Vista de GoiÃ¡s,GO,1997.0,40 A 49 ANOS,FEMININO,R99,XVIII,1,Outras causas mal definidas e as não especificadas de mortalidade
Inhumas,GO,CaturaÃ­,GO,1997.0,20 A 29 ANOS,MASCULINO,V892,XX,1,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
Inhumas,GO,GoiÃ¢nia,GO,1997.0,15 A 19 ANOS,MASCULINO,V892,XX,1,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
Inhumas,GO,GoiÃ¢nia,GO,1997.0,20 A 29 ANOS,MASCULINO,B24,I,1,Doença pelo vírus da imunodeficiência humana [HIV] não especificada
Inhumas,GO,GoiÃ¢nia,GO,1997.0,20 A 29 ANOS,MASCULINO,I38,IX,1,Endocardite de valva não especificada
Inhumas,GO,GoiÃ¢nia,GO,1997.0,20 A 29 ANOS,MASCULINO,R98,XVIII,1,Morte sem assistência
Inhumas,GO,GoiÃ¢nia,GO,1997.0,30 A 39 ANOS,FEMININO,B208,I,1,"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
Inhumas,GO,GoiÃ¢nia,GO,1997.0,30 A 39 ANOS,FEMININO,C259,II,1,Neoplasia maligna do pâncreas
Inhumas,GO,GoiÃ¢nia,GO,1997.0,30 A 39 ANOS,FEMININO,N189,XIV,1,Insuficiência renal crônica
Inhumas,GO,GoiÃ¢nia,GO,1997.0,30 A 39 ANOS,MASCULINO,A162,I,1,"Tuberculose das vias respiratórias, sem confirmação bacteriológica ou histológica"
Inhumas,GO,GoiÃ¢nia,GO,1997.0,30 A 39 ANOS,MASCULINO,I500,IX,1,Insuficiência cardíaca
Inhumas,GO,GoiÃ¢nia,GO,1997.0,30 A 39 ANOS,MASCULINO,K703,XI,1,Doença alcoólica do fígado
Inhumas,GO,GoiÃ¢nia,GO,1997.0,30 A 39 ANOS,MASCULINO,Y099,XX,1,Agressão por meios não especificados
Inhumas,GO,GoiÃ¢nia,GO,1997.0,40 A 49 ANOS,FEMININO,E149,IV,1,Diabetes mellitus não especificado
Inhumas,GO,GoiÃ¢nia,GO,1997.0,40 A 49 ANOS,FEMININO,I420,IX,1,Cardiomiopatias
Inhumas,GO,GoiÃ¢nia,GO,1997.0,40 A 49 ANOS,FEMININO,K767,XI,1,Outras doenças do fígado
